La_oreja_de_Van_Gogh	70092	Adios	1.02	Lo_que_te_conte_mientras_te_hacias_la_dormida	70092_42
Coti	70050	Antes_que_ver_el_sol	8.41	Esta_manyana_y_otros_cuentos	70050_117
Mclan	70120	Antiheroe	6.40	Defectos_Personales	70120_118
Roxette	70160	Anyone	8.66	The_ballads_hits	70160_119
La_Oreja_de_Van_Gogh	70177	Apareces_tu	3.40	Guapa	70177_120
Gisela	70078	Aprendiendo_a_vivir	3.72	Parte_de_mi	70078_121
Within_Temptations	70174	Aquarious	9.84	The_silent_force	70174_122
Gisela	70078	Aquella_estrella_de_alla	3.17	Parte_de_mi	70078_123
Alejandro_Sanz	70002	Aquello_que_me_distes	1.27	Mas	70002_124
Miguel_Nandez	70114	Aqui_me_quede	5.82	Miguel_Nandez	70114_125
Los_Rodriguez	70100	Aqui_no_podemos_hacerlo	1.03	Para_no_olvidar	70100_126
Malu	70103	arbol_solitario	4.40	Esta_vez	70103_127
Tahures_Zurdos	70168	Arde_Europa	5.62	Nieve_Negra	70168_128
Manolo_Garcia	70118	Ardio_mi_memoria	1.93	Para_que_no_se_duerman_mis_sentidos	70118_129
Marta_Sanchez	70105	Arena_y_sol	7.29	Grandes_exitos	70105_130
REM	70153	Around_the_sun	7.80	Around_the_sun	70153_131
Queco_-_Manuel_Ruiz	70144	Asereje	2.90	Ladron_de_lunas	70144_132
Medina_Azahara	70132	Asi_es_Madrid	2.87	Tierra_de_libertad	70132_133
El_ultimo_de_la_fila	70068	Astronomia_razonable	9.64	Astronomia_razonable	70068_134
Melendi	70133	Asturias	8.17	Sin_noticias_de_Holanda	70133_135
BSO	70039	Asuncion	1.38	La_mision	70039_136
Nacha_Pop	70142	Asustado_estoy	5.78	X_Aniversario	70142_137
Revolver	70154	Asustando_al_huracan	9.06	Basico_3	70154_138
Celine_Dion	70052	At_last	9.75	A_new_day_has_come	70052_139
Chayanne	70055	Atado_a_tu_amor	6.43	Grandes_exitos	70055_140
Decai	70059	atame	6.69	Y_eso_es_lo_que_hay	70059_141
Tam_Tam_Go	70171	Atrapados_en_la_red	2.65	Miscelanea	70171_142
Antonio_Vega	70028	Atras	4.99	Basico	70028_143
BSO	70047	Atreju_meets_falkor	1.57	La_historia_interminable	70047_144
BSO	70047	Atreju_s_quest	2.86	La_historia_interminable	70047_145
Malu	70179	Aulili	8.64	Desafio	70179_146
Celine_Dion	70052	Aun_existe_amor	5.15	A_new_day_has_come	70052_147
Alex_Ubago	70005	Aunque_no_te_pueda_ver	2.12	Fantasia	70005_148
Varios	70096	Aurora_-_Besos_de_caramelo	5.22	Los_jovenes_flamencos	70096_149
BSO	70039	Ava_maria_guarani	6.03	La_mision	70039_150
Varios	70079	Avalon	8.22	Gomaespuma_-_M80	70079_151
Sergio_Dalma	70163	Ave_Lucia	3.80	Remix	70163_152
David_Bisbal	70062	Ave_maria	0.90	Corazon_latino	70062_153
Noa	70146	Ave_Maria	6.66	Gold	70146_154
BSO	70038	Awakes_as_a_bear	4.29	Hermano_oso	70038_155
Revolver	70154	Ay_amor	0.45	Basico_3	70154_156
Chayanne	70055	Ay_mama	2.81	Grandes_exitos	70055_157
La_Quinta_Estacion	70097	Ayer	5.93	Primera_toma	70097_158
El_tiempo	70067	Ayer_te_vi	9.12	Zahori	70067_159
Medina_Azahara	70124	Azahara	1.74	Aixa	70124_160
Cristian	70051	Azul	1.90	Grandes_exitos	70051_161
Take_That	70170	Babe	0.18	Never_Forget_The_Ultimate_Collection	70170_162
Noa	70146	Babel_french_version	5.21	Gold	70146_163
Noa	70146	Babel_spanish_version	8.11	Gold	70146_164
Juan_Luis_Guerra	70085	Bachata_rosa	5.78	Grandes_exitos	70085_165
Take_That	70170	Back_for_good	6.89	Never_Forget_The_Ultimate_Collection	70170_166
Bryan_Adams	70045	Back_to_you	1.70	The_best_of_me	70045_167
Bon_Jovi	70041	Bad_medicine	7.69	Crossroad	70041_168
Chayanne	70055	Baila_Baila	3.31	Grandes_exitos	70055_169
Sergio_Dalma	70164	Baila_baila	7.05	De_otro_color	70164_170
Guarana	70082	Baila_sobre_mi_cuerpo	1.46	Vampiros_en_la_Habana	70082_171
Sergio_Dalma	70163	Bailando_con_Ana	0.22	Remix	70163_172
Medina_Azahara	70111	Bailando_con_la_muerte	7.38	XX	70111_173
Mecano	70122	Bailando_salsa	3.09	Aidalai	70122_174
Sergio_Dalma	70163	Bailar_Pegados	8.47	Remix	70163_175
Sergio_Dalma	70164	Bajito_y_al_oido	5.22	De_otro_color	70164_176
Mikel_Erentxu	70135	Baladas_para_guitarra_y_tristeza	0.74	Ciudades_de_paso	70135_177
Tam_Tam_Go	70171	Balas_de_cristal	8.49	Miscelanea	70171_178
Miguel_Bose	70113	Bambu	0.70	Lo_mejor_de	70113_179
Queco_-_Manuel_Ruiz	70144	Bandolero	6.97	Ladron_de_lunas	70144_180

	70084	Barbi_superstar	3.53	19_dias_y_500_noches	70084_181
Mecano	70107	Barco_a_Venus	3.41	20_Grandes_Canciones	70107_182
David_de_Maria	70058	Barcos_de_papel	8.51	Barcos_de_papel	70058_183
La_caja_de_pandora	70089	Barrio	6.67	A_nuestra_vida_otro_sentido	70089_184
Gwendal	70081	Basquette	8.93	Lo_mejor_de_Gwendal	70081_185
BSO	70047	Bastian_s_happy_fligth	7.42	La_historia_interminable	70047_186
Bangles	70031	Be_with_you	3.80	Greatest_Hits	70031_187
Noa	70141	Beautiful_that_way	1.72	Blue_Touches_Blue	70141_188
Noa	70146	Beautiful_that_way	9.88	Gold	70146_189
Natalie_Imbruglia	70140	Beauty_on_the_fire	4.91	White_Lilies_Island	70140_190
Bon_Jovi	70041	Bed_of_roses	1.19	Crossroad	70041_191
Eric_Clapton	70070	Before_you_accuse_me	2.76	Unplugged	70070_192
Bon_Jovi	70034	Bells_of_freedom	5.49	Have_a_nice_day	70034_193
Gwendal	70081	Benoit	3.24	Lo_mejor_de_Gwendal	70081_194
Guarana	70082	Besos	1.46	Vampiros_en_la_Habana	70082_195
Joaquin_Sabina	70087	Besos_con_sal	0.32	Esta_boca_es_mia	70087_196
Decai	70059	Besos_sin_amor	6.83	Y_eso_es_lo_que_hay	70059_197
Medina_Azahara	70123	Bidaihai	9.35	arabe	70123_198
Modestia_Aparte	70137	Bienvenida	8.16	Vivo	70137_199
Amaral	70023	Big_Bang	8.69	Pajaros_en_la_cabeza	70023_200
Melendi	70134	Billy_el_pistolero	2.35	Que_el_cielo_espere_sentao	70134_201
Annie_Lenox	70010	Bitter_Pill	6.92	Bare	70010_202
Bonnie_Tyler	70042	Bitterblue	6.78	Greatest_Hits	70042_203
Shania_Twain	70166	Black_eyes_Blue_Tears	5.05	Come_on_over	70166_204
Anastacia	70026	Black_Roses	3.61	Not_that_kind	70026_205
Bon_Jovi	70041	Blaze_of_glory	0.06	Crossroad	70041_206
Noa	70141	Blue_touches_blue	8.33	Blue_Touches_Blue	70141_207
Amistades_Peligrosas	70008	Bonus_track_La_larga_espera	6.37	La_larga_espera	70008_208
Within_Temptations	70174	Bonustrack	5.70	The_silent_force	70174_209
Chayanne	70055	Boom_boom	0.62	Grandes_exitos	70055_210
Amaral	70007	Botas_de_terciopelo	7.21	Una_pequenya_parte_del_mundo	70007_211
Bon_Jovi	70033	Bounce	2.04	Bounce	70033_212
REM	70153	Boy_in_the_well	7.07	Around_the_sun	70153_213
Annie_Lenox	70010	Brased	2.56	Bare	70010_214
Roxette	70160	Breathe	2.07	The_ballads_hits	70160_215
Roxette	70159	Bringing_me_down_to_my_knees	6.67	Room_Service	70159_216
BSO	70039	Brothers	4.87	La_mision	70039_217
BSO	70046	Brothers_under_the_sun	5.85	Spirit	70046_218
Los_Secretos	70101	Buena_chica	5.76	Grandes_exitos	70101_219
Iguana_Tango	70083	Buena_suerte	3.55	Mudando_la_piel	70083_220
Bob_Marley	70040	Buffalo_soldier	7.62	The_legend	70040_221
David_Bisbal	70061	Buleria	9.07	Buleria	70061_222
Juan_Luis_Guerra	70085	Burbujas_de_amor	3.37	Grandes_exitos	70085_223
Los_Secretos	70101	Buscando	8.13	Grandes_exitos	70101_224
Medina_Azahara	70124	Buscando_empezar	9.21	Aixa	70124_225
Antonio_Orozco	70012	Buscare_y_descubrire	4.32	Semilla_del_silencio	70012_226
Mecano	70139	Busco_algo_barato	0.85	Ya_viene_el_sol	70139_227
Mecano	70107	Busco_algo_barato	2.99	20_Grandes_Canciones	70107_228
La_Quinta_Estacion	70093	Busco_tu_piel	8.54	Flores_de_alquiler	70093_229
Natalie_Imbruglia	70140	Butterflies	2.41	White_Lilies_Island	70140_230
Noa	70145	By_The_Light_of_the_Moon	9.26	Calling	70145_231
Shania_Twain	70167	C_est_la_Vie	8.27	Up	70167_232
Queco_-_Manuel_Ruiz	70144	Caballo_maldito	3.44	Ladron_de_lunas	70144_233
Amaral	70007	Cabecita_loca	5.62	Una_pequenya_parte_del_mundo	70007_234
Los_Secretos	70102	Cada_dia	7.86	Solo_para_escuchar	70102_235
Antonio_Vega	70013	Cada_uno_su_razon	8.25	El_sitio_de_mi_recreo	70013_236
Los_Secretos	70102	Cada_vez_que_tu_me_miras	6.93	Solo_para_escuchar	70102_237
Tam_Tam_Go	70171	Caer_a_tus_pies	7.59	Miscelanea	70171_238
Miguel_Nandez	70114	Cai_quiero_sonyarte	5.45	Miguel_Nandez	70114_239
Andy__Y__Lucas	70027	Caido_del_cielo	8.53	Andy__Y__Lucas	70027_240
Alejandro	70018	Calendario_del_amor	6.54	Perdido_en_el_paraiso	70018_241
Noa	70145	Calling_Home	7.03	Calling	70145_242
Tahures_Zurdos	70168	Camaleon	9.87	Nieve_Negra	70168_243
Los_Secretos	70101	Cambio_de_planes	5.67	Grandes_exitos	70101_244
Gwendal	70081	Cameleon	7.49	Lo_mejor_de_Gwendal	70081_245
Noa	70145	Camilla	5.74	Calling	70145_246
Chenoa	70049	Camina	8.85	Nada_es_igual	70049_247
David_Bisbal	70061	Camina_y_ven	0.53	Buleria	70061_248
Melendi	70134	Caminando_por_la_vida	6.34	Que_el_cielo_espere_sentao	70134_249
Malu	70103	Caminante_nocturno	3.16	Esta_vez	70103_250
Medina_Azahara	70111	Campeones	4.76	XX	70111_251
Noa	70141	Can_i_reach_you	2.21	Blue_Touches_Blue	70141_252
Bryan_Adams	70044	Can_t_stop_this_thing_we_started	0.24	So_far_so_good	70044_253
Bryan_Adams	70045	Can_t_stop_this_thing_we_started	9.39	The_best_of_me	70045_254
OBK	70150	Cancion_por_un_cobarde	0.28	Momentos_de_fe	70150_255
Melendi	70134	Cannabis	8.63	Que_el_cielo_espere_sentao	70134_256
Philp_Collins	70152	Cant_stop_loving_you	2.95	Testify	70152_257
Sacred_Spirit	70162	Canto_Chamanico_numero_5	7.97	Cantos_y_danzas_de_los_indios_americanos	70162_258
Amaral	70006	Cara_a_cara	1.60	Amaral	70006_259
Medina_Azahara	70126	Caravana_espanyola	5.36	Caravana_Espanyola	70126_260
Manolo_Garcia	70104	Carbon_y_ramas_secas	7.58	Arena_en_los_bolsillos	70104_261
Manolo_Garcia	70104	Carbon_y_ramas_secas__version_2	5.71	Arena_en_los_bolsillos	70104_262
Noa	70141	Carefully	7.62	Blue_Touches_Blue	70141_263
Varios	70096	Carles_Benavent_-_De_perdidos_al_rio	0.82	Los_jovenes_flamencos	70096_264
BSO	70039	Carlotta	9.86	La_mision	70039_265
Mclan	70106	Carolina	9.88	Sin_enchufe	70106_266
Andy__Y__Lucas	70027	Carta_anonima	3.01	Andy__Y__Lucas	70027_267
Juan_Luis_Guerra	70085	Carta_de_amor	2.17	Grandes_exitos	70085_268
Medina_Azahara	70111	Carta_de_un_soldado	0.86	XX	70111_269
Andrea_Bocelli	70032	Caruso	9.91	Romanza	70032_270
Noa	70145	Cascading	8.33	Calling	70145_271
Amistades_Peligrosas	70019	Casi_nunca_bailais	9.47	Grandes_exitos	70019_272
Antonio_Orozco	70011	Caterine	3.26	El_principio_del_comienzo	70011_273
Bruce_Springsteen	70071	CD1_4th_of_July_Asbury_Park	4.94	The_essentials	70071_274
Ana_Belen_y_Victor_Manuel	70020	CD1_A_donde_iran_los_besos	4.77	Mucho_mas_que_dos	70020_275
Ana_Belen_y_Victor_Manuel	70020	CD1_A_la_sombra_de_un_leon	3.21	Mucho_mas_que_dos	70020_276
Michael_Jackson	70112	CD1_ABC	0.35	The_essential	70112_277
Antonio_Flores	70009	CD1_Abril	1.75	La_leyenda_de_un_artista	70009_278
Mecano	70108	CD1_Aire	1.62	Ana_Jose_y_Nacho	70108_279
Antonio_Flores	70009	CD1_Al_caer_el_sol	6.39	La_leyenda_de_un_artista	70009_280
Antonio_Flores	70009	CD1_Alba	1.61	La_leyenda_de_un_artista	70009_281
Varios	70095	CD1_Alejandro_Sanz_-_Quiero_morir_en_tu_veneno	0.17	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_282
Varios	70095	CD1_Antonio_Vega_-_Desordenada_habitacion	4.76	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_283
Bruce_Springsteen	70071	CD1_Atlantic_city	4.86	The_essentials	70071_284
Ana_Belen_y_Victor_Manuel	70020	CD1_Ay_amor	6.44	Mucho_mas_que_dos	70020_285
Bruce_Springsteen	70071	CD1_Badlands	0.14	The_essentials	70071_286
Ana_Belen_y_Victor_Manuel	70020	CD1_Bailarina	9.17	Mucho_mas_que_dos	70020_287
Ana_Belen_y_Victor_Manuel	70020	CD1_Banana_republic	0.10	Mucho_mas_que_dos	70020_288
Michael_Jackson	70112	CD1_Beat_it	1.94	The_essential	70112_289
Michael_Jackson	70112	CD1_Ben	0.14	The_essential	70112_290
Michael_Jackson	70112	CD1_Billie_Jean	0.09	The_essential	70112_291
Michael_Jackson	70112	CD1_Blame_it_on_the_buggie	0.55	The_essential	70112_292
Bruce_Springsteen	70071	CD1_Blinded_by_the_light	4.48	The_essentials	70071_293
Varios	70116	CD1_Blondie_-_Heart_of_glass	4.24	Music_of_the_millenium	70116_294
Celtas_Cortos	70053	CD1_Blues_del_rosario	9.36	Nos_vemos_en_los_bares	70053_295
Varios	70116	CD1_Bon_Jovi_-_Livin__on_a_Prayer	1.97	Music_of_the_millenium	70116_296
Bruce_Springsteen	70071	CD1_Born_to_run	3.97	The_essentials	70071_297
Varios	70095	CD1_Burning_-Que_hace_una_chica_como_tu_en_un_sitio_como_este	8.95	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_298
Michael_Jackson	70112	CD1_Can_you_feel_it	6.73	The_essential	70112_299
Antonio_Flores	70009	CD1_Cancion_de_amor	9.96	La_leyenda_de_un_artista	70009_300
Ana_Belen_y_Victor_Manuel	70020	CD1_Contaminame	6.62	Mucho_mas_que_dos	70020_301
Antonio_Flores	70009	CD1_Coraje_de_vivir	5.84	La_leyenda_de_un_artista	70009_302
Antonio_Flores	70009	CD1_Cuerpo_de_mujer	1.88	La_leyenda_de_un_artista	70009_303
Mecano	70108	CD1_Cuerpo_y_corazon	1.84	Ana_Jose_y_Nacho	70108_304
Mecano	70108	CD1_Dali	7.55	Ana_Jose_y_Nacho	70108_305
Varios	70095	CD1_Danza_Invisible_-_Catalina	4.52	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_306
Bruce_Springsteen	70071	CD1_Darkness_on_the_edge_of_town	0.87	The_essentials	70071_307
Varios	70116	CD1_David_Bowie_-_Let_s_dance	9.12	Music_of_the_millenium	70116_308
Varios	70116	CD1_Derek__Y__The_dominoes_-_Layla	6.73	Music_of_the_millenium	70116_309
Ana_Belen_y_Victor_Manuel	70020	CD1_Derroche	4.36	Mucho_mas_que_dos	70020_310
Varios	70116	CD1_Dire_Straits-_Money_for_nothing	2.84	Music_of_the_millenium	70116_311
Michael_Jackson	70112	CD1_Don_t_stop__til_you_get_enough	7.56	The_essential	70112_312
Varios	70095	CD1_Ducan_Dhu_-_Cien_gaviotas	4.31	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_313
Mecano	70108	CD1_El_7_de_Septiembre	6.86	Ana_Jose_y_Nacho	70108_314
Ana_Belen_y_Victor_Manuel	70020	CD1_El_breve_espacio_en_el_que_tu_no_estas	7.68	Mucho_mas_que_dos	70020_315
Mecano	70108	CD1_El_club_de_los_humildes	7.72	Ana_Jose_y_Nacho	70108_316
Varios	70116	CD1_Elton_John_-_Candle_in_the_wind	4.06	Music_of_the_millenium	70116_317
Ana_Belen_y_Victor_Manuel	70020	CD1_Espanya_camisa_blanca_de_mi_esperanza	0.43	Mucho_mas_que_dos	70020_318
Ana_Belen_y_Victor_Manuel	70020	CD1_Faltando_un_pedazo	2.49	Mucho_mas_que_dos	70020_319
Bruce_Springsteen	70071	CD1_For_you	3.29	The_essentials	70071_320
Michael_Jackson	70112	CD1_Got_to_be_there	8.70	The_essential	70112_321
Antonio_Flores	70009	CD1_Gran_via	6.06	La_leyenda_de_un_artista	70009_322
Celtas_Cortos	70053	CD1_Haz_turismo	9.73	Nos_vemos_en_los_bares	70053_323
Mecano	70108	CD1_Hermano_sol_hermana_luna	3.31	Ana_Jose_y_Nacho	70108_324
Mecano	70108	CD1_Hijo_de_la_luna	4.68	Ana_Jose_y_Nacho	70108_325
Mecano	70108	CD1_Hoy_no_me_puedo_levantar	1.48	Ana_Jose_y_Nacho	70108_326
Michael_Jackson	70112	CD1_Human_nature	3.72	The_essential	70112_327
Bruce_Springsteen	70071	CD1_Hungry_Heart	0.90	The_essentials	70071_328
Michael_Jackson	70112	CD1_I_just_can_t_stop_loving_you	4.59	The_essential	70112_329
Michael_Jackson	70112	CD1_I_want_you_back	3.47	The_essential	70112_330
Antonio_Flores	70009	CD1_Isla_de_palma	9.83	La_leyenda_de_un_artista	70009_331
Varios	70116	CD1_Kate_Bush_-_Wuthering_heights	6.96	Music_of_the_millenium	70116_332
Varios	70095	CD1_La_frontera__El_limite	4.88	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_333
Mecano	70108	CD1_La_fuerza_del_destino	1.49	Ana_Jose_y_Nacho	70108_334
Ana_Belen_y_Victor_Manuel	70020	CD1_La_planta_14	4.70	Mucho_mas_que_dos	70020_335
Varios	70095	CD1_La_union_-_Mas_y_mas	9.05	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_336
Celtas_Cortos	70053	CD1_Legion_de_mudos	0.14	Nos_vemos_en_los_bares	70053_337
Varios	70116	CD1_Lenny_Kravitz_-_Are_you_gonna_go_my_way	2.20	Music_of_the_millenium	70116_338
Ana_Belen_y_Victor_Manuel	70020	CD1_Lia	8.02	Mucho_mas_que_dos	70020_339
Celtas_Cortos	70053	CD1_Lluvia_en_soledad	0.78	Nos_vemos_en_los_bares	70053_340
Varios	70095	CD1_Los_secretos_-_Ojos_de_gata	9.57	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_341
Antonio_Flores	70009	CD1_Lunes_otra_vez	6.19	La_leyenda_de_un_artista	70009_342
Mecano	70108	CD1_Maquillaje	6.47	Ana_Jose_y_Nacho	70108_343
Varios	70116	CD1_Massive_Attack_-_Unfinished_sympathy	0.51	Music_of_the_millenium	70116_344
Mecano	70108	CD1_Me_cuesta_tanto_olvidarte	5.97	Ana_Jose_y_Nacho	70108_345
Varios	70095	CD1_Mecano_-_Cruz_de_navajas	0.39	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_346
Antonio_Flores	70009	CD1_Mi_habitacion	5.16	La_leyenda_de_un_artista	70009_347
Varios	70095	CD1_Mikel_Erentxun_-_Esta_luz_nunca_se_apagara	8.78	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_348
Varios	70095	CD1_Nacha_Pop_-_Enganchados_a_una_senyal_de_bus	8.76	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_349
Ana_Belen_y_Victor_Manuel	70020	CD1_Nada_sabe_tan_dulce_como_su_boca	9.82	Mucho_mas_que_dos	70020_350
Mecano	70108	CD1_Naturaleza_muerta	6.32	Ana_Jose_y_Nacho	70108_351
Bruce_Springsteen	70071	CD1_Nebraska	9.62	The_essentials	70071_352
Antonio_Flores	70009	CD1_No_dudaria	8.66	La_leyenda_de_un_artista	70009_353
Mecano	70108	CD1_No_es_serio_este_cementerio	6.74	Ana_Jose_y_Nacho	70108_354
Celtas_Cortos	70053	CD1_No_nos_podran_parar	9.15	Nos_vemos_en_los_bares	70053_355
Antonio_Flores	70009	CD1_No_puedo_enamorame_de_ti	7.61	La_leyenda_de_un_artista	70009_356
Varios	70116	CD1_Oasis_-_Wonderwall	4.67	Music_of_the_millenium	70116_357
Michael_Jackson	70112	CD1_Off_the_wall	9.67	The_essential	70112_358
Mecano	70108	CD1_Otro_muerto	2.38	Ana_Jose_y_Nacho	70108_359
Varios	70095	CD1_Pedro_Guerra_-_Contaminame	2.47	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_360
Celtas_Cortos	70053	CD1_Pelotazo_-_Polkas	9.59	Nos_vemos_en_los_bares	70053_361
Varios	70116	CD1_Peter_Gabriel_-_SledgeHammer	4.74	Music_of_the_millenium	70116_362
Varios	70095	CD1_Presuntos_implicados_-_Como_hemos_cambiado	3.73	Las_101_mejores_canciones_del_pop_espanyol_Vol_2	70095_363
Varios	70116	CD1_Prince_-_Purple_rain	7.96	Music_of_the_millenium	70116_364
Antonio_Flores	70009	CD1_Puedo_ser_yo	8.88	La_leyenda_de_un_artista	70009_365
Michael_Jackson	70112	CD1_PYT	0.75	The_essential	70112_366
Celtas_Cortos	70053	CD1_Que_dira_la_gente	3.36	Nos_vemos_en_los_bares	70053_367
Celtas_Cortos	70053	CD1_Que_voy_a_hacer_yo	4.47	Nos_vemos_en_los_bares	70053_368
Varios	70116	CD1_Queen_-_We_are_the_champions	1.82	Music_of_the_millenium	70116_369
Antonio_Flores	70009	CD1_Quisiera_escribir_un_verso	7.86	La_leyenda_de_un_artista	70009_370
